id,state_id,country_region_id,country_id,local_id,name,slug,population
"BR-PR-41009","BR-PR","BR-S","BR","41009","9ª RS Foz do Iguaçu","9a-rs-foz-do-iguacu","404414"
"BR-PR-41010","BR-PR","BR-S","BR","41010","10ª RS Cascavel","10a-rs-cascavel","550709"
"BR-PR-41011","BR-PR","BR-S","BR","41011","11ª RS Campo Mourão","11a-rs-campo-mourao","328863"
"BR-PR-41012","BR-PR","BR-S","BR","41012","12ª RS Umuarama","12a-rs-umuarama","276371"
"BR-PR-41013","BR-PR","BR-S","BR","41013","13ª RS Cianorte","13a-rs-cianorte","160642"
"BR-PR-41014","BR-PR","BR-S","BR","41014","14ª RS Paranavaí","14a-rs-paranavai","275974"
"BR-PR-41015","BR-PR","BR-S","BR","41015","15ª RS Maringá","15a-rs-maringa","838017"
"BR-PR-41016","BR-PR","BR-S","BR","41016","16ª RS Apucarana","16a-rs-apucarana","384198"
"BR-PR-41017","BR-PR","BR-S","BR","41017","17ª RS Londrina","17a-rs-londrina","964251"
"BR-PR-41018","BR-PR","BR-S","BR","41018","18ª RS Cornélio Procópio","18a-rs-cornelio-procopio","222583"
"BR-PR-41019","BR-PR","BR-S","BR","41019","19ª RS Jacarezinho","19a-rs-jacarezinho","289020"
"BR-PR-41020","BR-PR","BR-S","BR","41020","20ª RS Toledo","20a-rs-toledo","398323"
"BR-PR-41021","BR-PR","BR-S","BR","41021","21ª RS Telêmaco Borba","21a-rs-telemaco-borba","188456"
"BR-PR-41022","BR-PR","BR-S","BR","41022","22ª RS Ivaiporã","22a-rs-ivaipora","128645"
"BR-RJ-33001","BR-RJ","BR-SE","BR","33001","Baia da Ilha Grande","baia-da-ilha-grande","291418"
"BR-RJ-33002","BR-RJ","BR-SE","BR","33002","Baixada Litorânea","baixada-litoranea","839958"
"BR-RJ-33003","BR-RJ","BR-SE","BR","33003","Centro-Sul","centro-sul","340526"
"BR-RJ-33004","BR-RJ","BR-SE","BR","33004","Médio Paraíba","medio-paraiba","913698"
"BR-RJ-33005","BR-RJ","BR-SE","BR","33005","Metropolitana I","metropolitana-i","10497016"
"BR-RJ-33006","BR-RJ","BR-SE","BR","33006","Metropolitana II","metropolitana-ii","2116506"
"BR-RJ-33007","BR-RJ","BR-SE","BR","33007","Noroeste","noroeste","348191"
"BR-RJ-33008","BR-RJ","BR-SE","BR","33008","Norte","norte","945425"
"BR-RJ-33009","BR-RJ","BR-SE","BR","33009","Serrana","serrana","972205"
"BR-RN-24001","BR-RN","BR-NE","BR","24001","1ª Região de Saúde - São José de Mipibu","1a-regiao-de-saude-sao-jose-de-mipibu","385562"
"BR-RN-24002","BR-RN","BR-NE","BR","24002","2ª Região de Saúde - Mossoró","2a-regiao-de-saude-mossoro","489496"
"BR-RN-24003","BR-RN","BR-NE","BR","24003","3ª Região de Saúde - João Câmara","3a-regiao-de-saude-joao-camara","352633"
"BR-RN-24004","BR-RN","BR-NE","BR","24004","4ª Região de Saúde - Caicó","4a-regiao-de-saude-caico","311037"
"BR-RN-24005","BR-RN","BR-NE","BR","24005","5ª Região de Saúde - Santa Cruz","5a-regiao-de-saude-santa-cruz","201256"
"BR-RN-24006","BR-RN","BR-NE","BR","24006","6ª Região de Saúde - Pau dos Ferros","6a-regiao-de-saude-pau-dos-ferros","251618"
"BR-RN-24007","BR-RN","BR-NE","BR","24007","7ª Região de Saúde - Metropolitana","7a-regiao-de-saude-metropolitana","1357366"
"BR-RN-24008","BR-RN","BR-NE","BR","24008","8ª Região de Saúde - Açu","8a-regiao-de-saude-acu","157885"
"BR-RO-11001","BR-RO","BR-N","BR","11001","Vale do Jamari","vale-do-jamari","274136"
"BR-RO-11002","BR-RO","BR-N","BR","11002","Café","cafe","172081"
"BR-RO-11003","BR-RO","BR-N","BR","11003","Central","central","343113"
"BR-RO-11004","BR-RO","BR-N","BR","11004","Madeira-Mamoré","madeira-mamore","643452"
"BR-RO-11005","BR-RO","BR-N","BR","11005","Zona da Mata","zona-da-mata","135877"
"BR-RO-11006","BR-RO","BR-N","BR","11006","Cone Sul","cone-sul","158113"
"BR-RO-11007","BR-RO","BR-N","BR","11007","Vale do Guaporé","vale-do-guapore","50453"
"BR-RR-14001","BR-RR","BR-N","BR","14001","Centro Norte","centro-norte","515366"
"BR-RR-14002","BR-RR","BR-N","BR","14002","Sul","sul","90395"
"BR-RS-43001","BR-RS","BR-S","BR","43001","Região 01 - Verdes Campos","regiao-01-verdes-campos","436807"
"BR-RS-43002","BR-RS","BR-S","BR","43002","Região 02 - Entre Rios","regiao-02-entre-rios","123022"
"BR-RS-43003","BR-RS","BR-S","BR","43003","Região 03 - Fronteira Oeste","regiao-03-fronteira-oeste","458083"
"BR-RS-43004","BR-RS","BR-S","BR","43004","Região 04 - Belas Praias","regiao-04-belas-praias","160805"
"BR-RS-43005","BR-RS","BR-S","BR","43005","Região 05 - Bons Ventos","regiao-05-bons-ventos","236258"
"BR-RS-43006","BR-RS","BR-S","BR","43006","Região 06 - Vale do Paranhana e Costa Serra","regiao-06-vale-do-paranhana-e-costa-serra","235000"
"BR-RS-43007","BR-RS","BR-S","BR","43007","Região 07 - Vale dos Sinos","regiao-07-vale-dos-sinos","829904"
"BR-RS-43008","BR-RS","BR-S","BR","43008","Região 08 - Vale do Caí e Metropolitana","regiao-08-vale-do-cai-e-metropolitana","778841"
"BR-RS-43009","BR-RS","BR-S","BR","43009","Região 09 - Carbonífera/Costa Doce","regiao-09-carboniferacosta-doce","413183"
"BR-RS-43010","BR-RS","BR-S","BR","43010","Região 10 - Capital e Vale do Gravataí","regiao-10-capital-e-vale-do-gravatai","2369210"
"BR-RS-43011","BR-RS","BR-S","BR","43011","Região 11 - Sete Povos das Missões","regiao-11-sete-povos-das-missoes","279639"
"BR-RS-43012","BR-RS","BR-S","BR","43012","Região 12 - Portal das Missões","regiao-12-portal-das-missoes","151846"
"BR-RS-43013","BR-RS","BR-S","BR","43013","Região 13 - Diversidade","regiao-13-diversidade","229293"
"BR-RS-43014","BR-RS","BR-S","BR","43014","Região 14 - Fronteira Noroeste","regiao-14-fronteira-noroeste","223910"
"BR-RS-43015","BR-RS","BR-S","BR","43015","Região 15 - Caminho das Águas","regiao-15-caminho-das-aguas","182722"
"BR-RS-43016","BR-RS","BR-S","BR","43016","Região 16 - Alto Uruguai Gaúcho","regiao-16-alto-uruguai-gaucho","232942"
"BR-RS-43017","BR-RS","BR-S","BR","43017","Região 17 - Planalto","regiao-17-planalto","416446"
"BR-RS-43018","BR-RS","BR-S","BR","43018","Região 18 - Araucárias","regiao-18-araucarias","133202"
"BR-RS-43019","BR-RS","BR-S","BR","43019","Região 19 - Botucaraí","regiao-19-botucarai","117302"
"BR-RS-43020","BR-RS","BR-S","BR","43020","Região 20 - Rota da Produção","regiao-20-rota-da-producao","163205"
"BR-RS-43021","BR-RS","BR-S","BR","43021","Região 21 - Sul","regiao-21-sul","878951"
"BR-RS-43022","BR-RS","BR-S","BR","43022","Região 22 - Pampa","regiao-22-pampa","188345"
"BR-RS-43023","BR-RS","BR-S","BR","43023","Região 23 - Caxias e Hortênsias","regiao-23-caxias-e-hortensias","620945"
"BR-RS-43024","BR-RS","BR-S","BR","43024","Região 24 - Campos de Cima da Serra","regiao-24-campos-de-cima-da-serra","99809"
"BR-RS-43025","BR-RS","BR-S","BR","43025","Região 25 - Vinhedos e Basalto","regiao-25-vinhedos-e-basalto","317563"
"BR-RS-43026","BR-RS","BR-S","BR","43026","Região 26 - Uva Vale","regiao-26-uva-vale","189350"
"BR-RS-43027","BR-RS","BR-S","BR","43027","Região 27 - Jacuí Centro","regiao-27-jacui-centro","203016"
"BR-RS-43028","BR-RS","BR-S","BR","43028","Região 28 - Vinte e Oito","regiao-28-vinte-e-oito","351490"
"BR-RS-43029","BR-RS","BR-S","BR","43029","Região 29 - Vales e Montanhas","regiao-29-vales-e-montanhas","225922"
"BR-RS-43030","BR-RS","BR-S","BR","43030","Região 30 - Vale da Luz","regiao-30-vale-da-luz","130228"
"BR-SC-42001","BR-SC","BR-S","BR","42001","Extremo Oeste","extremo-oeste","232413"
"BR-SC-42002","BR-SC","BR-S","BR","42002","Oeste","oeste","364866"
"BR-SC-42003","BR-SC","BR-S","BR","42003","Xanxerê","xanxere","201088"
"BR-SC-42004","BR-SC","BR-S","BR","42004","Alto Vale do Itajaí","alto-vale-do-itajai","297821"
"BR-SC-42005","BR-SC","BR-S","BR","42005","Foz do Rio Itajaí","foz-do-rio-itajai","715485"
"BR-SC-42006","BR-SC","BR-S","BR","42006","Médio Vale do Itajaí","medio-vale-do-itajai","795369"
"BR-SC-42007","BR-SC","BR-S","BR","42007","Grande Florianópolis","grande-florianopolis","1209818"
"BR-SC-42008","BR-SC","BR-S","BR","42008","Meio Oeste","meio-oeste","192347"
"BR-SC-42009","BR-SC","BR-S","BR","42009","Alto Vale do Rio do Peixe","alto-vale-do-rio-do-peixe","294895"
"BR-SC-42010","BR-SC","BR-S","BR","42010","Alto Uruguai Catarinense","alto-uruguai-catarinense","143718"
"BR-SC-42011","BR-SC","BR-S","BR","42011","Nordeste","nordeste","1040439"
"BR-SC-42012","BR-SC","BR-S","BR","42012","Planalto Norte","planalto-norte","379079"
"BR-SC-42013","BR-SC","BR-S","BR","42013","Serra Catarinense","serra-catarinense","288162"
"BR-SC-42014","BR-SC","BR-S","BR","42014","Extremo Sul Catarinense","extremo-sul-catarinense","202376"
"BR-SC-42015","BR-SC","BR-S","BR","42015","Carbonífera","carbonifera","438166"
"BR-SC-42016","BR-SC","BR-S","BR","42016","Laguna","laguna","368746"
"BR-SE-28001","BR-SE","BR-NE","BR","28001","Aracaju","aracaju","860938"
"BR-SE-28002","BR-SE","BR-NE","BR","28002","Estância","estancia","246282"
"BR-SE-28003","BR-SE","BR-NE","BR","28003","Itabaiana","itabaiana","252805"
"BR-SE-28004","BR-SE","BR-NE","BR","28004","Lagarto","lagarto","260614"
"BR-SE-28005","BR-SE","BR-NE","BR","28005","Nossa Senhora da Glória","nossa-senhora-da-gloria","173135"
"BR-SE-28006","BR-SE","BR-NE","BR","28006","Nossa Senhora do Socorro","nossa-senhora-do-socorro","345523"
"BR-SE-28007","BR-SE","BR-NE","BR","28007","Propriá","propria","159399"
"BR-SP-35011","BR-SP","BR-SE","BR","35011","Alto do Tietê","alto-do-tiete","3031955"
"BR-SP-35012","BR-SP","BR-SE","BR","35012","Franco da Rocha","franco-da-rocha","608783"
"BR-SP-35013","BR-SP","BR-SE","BR","35013","Mananciais","mananciais","1157544"
"BR-SP-35014","BR-SP","BR-SE","BR","35014","Rota dos Bandeirantes","rota-dos-bandeirantes","1894506"
"BR-SP-35015","BR-SP","BR-SE","BR","35015","Grande ABC","grande-abc","2789871"
"BR-SP-35016","BR-SP","BR-SE","BR","35016","São Paulo","sao-paulo","12252023"
"BR-SP-35021","BR-SP","BR-SE","BR","35021","Central do DRS II","central-do-drs-ii","304821"
"BR-SP-35022","BR-SP","BR-SE","BR","35022","Lagos do DRS II","lagos-do-drs-ii","205427"
"BR-SP-35023","BR-SP","BR-SE","BR","35023","Consórcios do DRS II","consorcios-do-drs-ii","281008"
"BR-SP-35031","BR-SP","BR-SE","BR","35031","Central do DRS III","central-do-drs-iii","322386"
"BR-SP-35032","BR-SP","BR-SE","BR","35032","Centro Oeste do DRS III","centro-oeste-do-drs-iii","146881"
"BR-SP-35033","BR-SP","BR-SE","BR","35033","Norte do DRS III","norte-do-drs-iii","157668"
"BR-SP-35034","BR-SP","BR-SE","BR","35034","Coração do DRS III","coracao-do-drs-iii","399047"
"BR-SP-35041","BR-SP","BR-SE","BR","35041","Baixada Santista","baixada-santista","1865397"
"BR-SP-35051","BR-SP","BR-SE","BR","35051","Norte - Barretos","norte-barretos","292653"
"BR-SP-35052","BR-SP","BR-SE","BR","35052","Sul - Barretos","sul-barretos","148254"
"BR-SP-35061","BR-SP","BR-SE","BR","35061","Vale do Jurumirim","vale-do-jurumirim","303868"
"BR-SP-35062","BR-SP","BR-SE","BR","35062","Bauru","bauru","654154"
"BR-SP-35063","BR-SP","BR-SE","BR","35063","Polo Cuesta","polo-cuesta","316844"
"BR-SP-35064","BR-SP","BR-SE","BR","35064","Jaú","jau","355931"
"BR-SP-35065","BR-SP","BR-SE","BR","35065","Lins","lins","169960"
"BR-SP-35071","BR-SP","BR-SE","BR","35071","Bragança","braganca","475660"
"BR-SP-35072","BR-SP","BR-SE","BR","35072","Região Metropolitana de Campinas","regiao-metropolitana-de-campinas","3244142"
"BR-SP-35073","BR-SP","BR-SE","BR","35073","Jundiaí","jundiai","815338"
"BR-SP-35074","BR-SP","BR-SE","BR","35074","Circuito das Águas","circuito-das-aguas","136147"
"BR-SP-35081","BR-SP","BR-SE","BR","35081","Três Colinas","tres-colinas","427758"
"BR-SP-35082","BR-SP","BR-SE","BR","35082","Alta Anhanguera","alta-anhanguera","164615"
"BR-SP-35083","BR-SP","BR-SE","BR","35083","Alta Mogiana","alta-mogiana","125803"
"BR-SP-35091","BR-SP","BR-SE","BR","35091","Adamantina","adamantina","138431"
"BR-SP-35092","BR-SP","BR-SE","BR","35092","Assis","assis","247470"
"BR-SP-35093","BR-SP","BR-SE","BR","35093","Marília","marilia","390523"
"BR-SP-35094","BR-SP","BR-SE","BR","35094","Ourinhos","ourinhos","244242"
"BR-SP-35095","BR-SP","BR-SE","BR","35095","Tupã","tupa","128466"
"BR-SP-35101","BR-SP","BR-SE","BR","35101","Araras","araras","346589"
"BR-SP-35102","BR-SP","BR-SE","BR","35102","Limeira","limeira","375650"
"BR-SP-35103","BR-SP","BR-SE","BR","35103","Piracicaba","piracicaba","596232"
"BR-SP-35104","BR-SP","BR-SE","BR","35104","Rio Claro","rio-claro","268075"
"BR-SP-35111","BR-SP","BR-SE","BR","35111","Alta Paulista","alta-paulista","135956"
"BR-SP-35112","BR-SP","BR-SE","BR","35112","Alta Sorocabana","alta-sorocabana","413476"
"BR-SP-35113","BR-SP","BR-SE","BR","35113","Alto Capivari","alto-capivari","59639"
"BR-SP-35114","BR-SP","BR-SE","BR","35114","Extremo Oeste Paulista","extremo-oeste-paulista","99135"
"BR-SP-35115","BR-SP","BR-SE","BR","35115","Pontal do Paranapanema","pontal-do-paranapanema","67421"
"BR-SP-35121","BR-SP","BR-SE","BR","35121","Vale do Ribeira","vale-do-ribeira","284509"
"BR-SP-35131","BR-SP","BR-SE","BR","35131","Horizonte Verde","horizonte-verde","447537"
"BR-SP-35132","BR-SP","BR-SE","BR","35132","Aquífero Guarani","aquifero-guarani","934756"
"BR-SP-35133","BR-SP","BR-SE","BR","35133","Vale das Cachoeiras","vale-das-cachoeiras","141389"
"BR-SP-35141","BR-SP","BR-SE","BR","35141","Baixa Mogiana","baixa-mogiana","331154"
"BR-SP-35142","BR-SP","BR-SE","BR","35142","Mantiqueira","mantiqueira","286393"
"BR-SP-35143","BR-SP","BR-SE","BR","35143","Rio Pardo","rio-pardo","217325"
"BR-SP-35151","BR-SP","BR-SE","BR","35151","Catanduva","catanduva","320610"
"BR-SP-35152","BR-SP","BR-SE","BR","35152","Santa Fé do Sul","santa-fe-do-sul","47771"
"BR-SP-35153","BR-SP","BR-SE","BR","35153","Jales","jales","103857"
"BR-SP-35154","BR-SP","BR-SE","BR","35154","Fernandópolis","fernandopolis","117293"
"BR-SP-35155","BR-SP","BR-SE","BR","35155","São José do Rio Preto","sao-jose-do-rio-preto","732845"
"BR-SP-35156","BR-SP","BR-SE","BR","35156","José Bonifácio","jose-bonifacio","105601"
"BR-SP-35157","BR-SP","BR-SE","BR","35157","Votuporanga","votuporanga","201493"
"BR-SP-35161","BR-SP","BR-SE","BR","35161","Itapetininga","itapetininga","510392"
"BR-SP-35162","BR-SP","BR-SE","BR","35162","Itapeva","itapeva","281984"
"BR-SP-35163","BR-SP","BR-SE","BR","35163","Sorocaba","sorocaba","1741781"
"BR-SP-35171","BR-SP","BR-SE","BR","35171","Alto Vale do Paraíba","alto-vale-do-paraiba","1103668"
"BR-SP-35172","BR-SP","BR-SE","BR","35172","Circuito da Fé e Vale Histórico","circuito-da-fe-e-vale-historico","486352"
"BR-SP-35173","BR-SP","BR-SE","BR","35173","Litoral Norte","litoral-norte","336281"
"BR-SP-35174","BR-SP","BR-SE","BR","35174","Vale do Paraíba/Região Serrana","vale-do-paraibaregiao-serrana","626309"
"BR-TO-17001","BR-TO","BR-N","BR","17001","Médio Norte Araguaia","medio-norte-araguaia","301862"
"BR-TO-17002","BR-TO","BR-N","BR","17002","Bico do Papagaio","bico-do-papagaio","209796"
"BR-TO-17003","BR-TO","BR-N","BR","17003","Sudeste","sudeste","98597"
"BR-TO-17004","BR-TO","BR-N","BR","17004","Cerrado Tocantins Araguaia","cerrado-tocantins-araguaia","161802"
"BR-TO-17005","BR-TO","BR-N","BR","17005","Ilha do Bananal","ilha-do-bananal","184257"
"BR-TO-17006","BR-TO","BR-N","BR","17006","Capim Dourado","capim-dourado","375033"
"BR-TO-17007","BR-TO","BR-N","BR","17007","Cantão","cantao","130124"
"BR-TO-17008","BR-TO","BR-N","BR","17008","Amor Perfeito","amor-perfeito","111395"
