id,state_id,country_region_id,country_id,local_id,name,slug,population
"BR-SP-35041","BR-SP","BR-SE","BR","35041","Itapeva","itapeva","253893"
"BR-SP-35042","BR-SP","BR-SE","BR","35042","Itapetininga","itapetininga","219698"
"BR-SP-35043","BR-SP","BR-SE","BR","35043","Tatuí","tatui","303185"
"BR-SP-35044","BR-SP","BR-SE","BR","35044","Capão Bonito","capao-bonito","133637"
"BR-SP-35045","BR-SP","BR-SE","BR","35045","Piedade","piedade","204149"
"BR-SP-35046","BR-SP","BR-SE","BR","35046","Sorocaba","sorocaba","1524115"
"BR-SP-35047","BR-SP","BR-SE","BR","35047","Jundiaí","jundiai","735587"
"BR-SP-35048","BR-SP","BR-SE","BR","35048","Bragança Paulista","braganca-paulista","577879"
"BR-SP-35049","BR-SP","BR-SE","BR","35049","Campos do Jordão","campos-do-jordao","74430"
"BR-SP-35050","BR-SP","BR-SE","BR","35050","São José dos Campos","sao-jose-dos-campos","1604628"
"BR-SP-35051","BR-SP","BR-SE","BR","35051","Guaratinguetá","guaratingueta","437056"
"BR-SP-35052","BR-SP","BR-SE","BR","35052","Bananal","bananal","27749"
"BR-SP-35053","BR-SP","BR-SE","BR","35053","Paraibuna/Paraitinga","paraibunaparaitinga","72466"
"BR-SP-35054","BR-SP","BR-SE","BR","35054","Caraguatatuba","caraguatatuba","336281"
"BR-SP-35055","BR-SP","BR-SE","BR","35055","Registro","registro","251524"
"BR-SP-35056","BR-SP","BR-SE","BR","35056","Itanhaém","itanhaem","255569"
"BR-SP-35057","BR-SP","BR-SE","BR","35057","Osasco","osasco","1971307"
"BR-SP-35058","BR-SP","BR-SE","BR","35058","Franco da Rocha","franco-da-rocha","531982"
"BR-SP-35059","BR-SP","BR-SE","BR","35059","Guarulhos","guarulhos","1526392"
"BR-SP-35060","BR-SP","BR-SE","BR","35060","Itapecerica da Serra","itapecerica-da-serra","1157544"
"BR-SP-35061","BR-SP","BR-SE","BR","35061","São Paulo","sao-paulo","15041894"
"BR-SP-35062","BR-SP","BR-SE","BR","35062","Mogi das Cruzes","mogi-das-cruzes","1505563"
"BR-SP-35063","BR-SP","BR-SE","BR","35063","Santos","santos","1638595"
"BR-TO-17001","BR-TO","BR-N","BR","17001","Bico do Papagaio","bico-do-papagaio","215893"
"BR-TO-17002","BR-TO","BR-N","BR","17002","Araguaína","araguaina","319685"
"BR-TO-17003","BR-TO","BR-N","BR","17003","Miracema do Tocantins","miracema-do-tocantins","149165"
"BR-TO-17004","BR-TO","BR-N","BR","17004","Rio Formoso","rio-formoso","127871"
"BR-TO-17005","BR-TO","BR-N","BR","17005","Gurupi","gurupi","150776"
"BR-TO-17006","BR-TO","BR-N","BR","17006","Porto Nacional","porto-nacional","404882"
"BR-TO-17007","BR-TO","BR-N","BR","17007","Jalapão","jalapao","80184"
"BR-TO-17008","BR-TO","BR-N","BR","17008","Dianópolis","dianopolis","124410"
